task,policy,budget,k,genotype_id,R_0,R_k_oracle,R_k_adaptive,R_B_pi,delta
SI06,greedy_ssm,384,1,1010010000011001,,,,,0.17235
SI06,greedy_ssm,384,1,1010010001000110,,,,,0.17235
SI06,greedy_ssm,384,1,1010010010010101,,,,,0.17235
SI06,greedy_ssm,384,1,1010010010111110,7.40658,8.21909,8.21909,8.762,0.17235
SI06,greedy_ssm,384,1,1010010011110000,8.43898,8.53799,8.53799,8.94169,0.17235
SI06,greedy_ssm,384,1,1010011000110101,7.75149,8.24906,8.24906,8.99556,0.17235
SI06,greedy_ssm,384,1,1010011100101011,8.37406,8.92572,8.92572,9.27484,0.17235
SI06,greedy_ssm,384,1,1010011101100001,8.33767,8.66988,8.66988,9.48779,0.17235
SI06,greedy_ssm,384,1,1010011110000011,,,,,0.17235
SI06,greedy_ssm,384,1,1010011111010011,6.91876,8.96079,8.96079,9.51729,0.17235
SI06,greedy_ssm,384,1,1010100001110100,7.97285,8.33348,8.33348,8.76247,0.17235
SI06,greedy_ssm,384,1,1010100011110011,8.38091,8.67659,8.67659,9.26693,0.17235
SI06,greedy_ssm,384,1,1010100100011100,,,,,0.17235
SI06,greedy_ssm,384,1,1010100100111001,8.36494,8.53322,8.53322,8.88857,0.17235
SI06,greedy_ssm,384,1,1010100101100100,7.81391,8.29043,8.29043,8.72859,0.17235
SI06,greedy_ssm,384,1,1010100110000000,,,,,0.17235
SI06,greedy_ssm,384,1,1010100110011010,,,,,0.17235
SI06,greedy_ssm,384,1,1010100110100001,8.02942,8.31061,8.31061,8.7967,0.17235
SI06,greedy_ssm,384,1,1010100110101111,8.20642,8.49868,8.49868,9.04692,0.17235
SI06,greedy_ssm,384,1,1010101000100110,7.37934,8.13621,8.13621,8.67653,0.17235
SI06,greedy_ssm,384,1,1010101001100000,7.98794,8.39808,8.39808,8.87012,0.17235
SI06,greedy_ssm,384,1,1010101001110100,8.09002,8.4224,8.4224,8.82723,0.17235
SI06,greedy_ssm,384,1,1010101100101111,8.48651,8.92537,8.92537,9.2716,0.17235
SI06,greedy_ssm,384,1,1010101101010101,,,,,0.17235
SI06,greedy_ssm,384,1,1010110000101001,7.74937,8.53371,8.53371,8.88862,0.17235
SI06,greedy_ssm,384,1,1010110000110110,7.68657,8.14096,8.14096,8.6439,0.17235
SI06,greedy_ssm,384,1,1010110010010111,,,,,0.17235
SI06,greedy_ssm,384,1,1010110010100000,7.32316,8.32864,8.32864,8.7888,0.17235
SI06,greedy_ssm,384,1,1010110100011100,,,,,0.17235
SI06,greedy_ssm,384,1,1010110110111001,8.2681,8.46526,8.46526,8.96113,0.17235
SI06,greedy_ssm,384,1,1010110111001100,,,,,0.17235
SI06,greedy_ssm,384,1,1010111010010110,,,,,0.17235
SI06,greedy_ssm,384,1,1010111010111011,8.00187,8.52232,8.52232,9.3076,0.17235
SI06,greedy_ssm,384,1,1010111011110001,8.55372,8.80269,8.80269,9.34765,0.17235
SI06,greedy_ssm,384,1,1010111011111010,8.1845,8.49766,8.49766,9.3076,0.17235
SI06,greedy_ssm,384,1,1010111101000010,,,,,0.17235
SI06,greedy_ssm,384,1,1010111101100000,8.31832,8.56278,8.56278,8.98394,0.17235
SI06,greedy_ssm,384,1,1011000001001110,,,,,0.17235
SI06,greedy_ssm,384,1,1011000100000100,,,,,0.17235
SI06,greedy_ssm,384,1,1011000101100010,,,,,0.17235
SI06,greedy_ssm,384,1,1011000110100101,7.11718,8.36559,8.36559,8.99812,0.17235
SI06,greedy_ssm,384,1,1011000110110111,7.81106,8.67758,8.67758,9.21899,0.17235
SI06,greedy_ssm,384,1,1011000111101001,8.0357,8.39674,8.39674,9.08151,0.17235
SI06,greedy_ssm,384,1,1011001001010100,,,,,0.17235
SI06,greedy_ssm,384,1,1011001001100011,7.95179,8.84595,8.84595,9.35244,0.17235
SI06,greedy_ssm,384,1,1011001001110101,7.40731,8.43303,8.43303,8.95518,0.17235
SI06,greedy_ssm,384,1,1011001010000001,,,,,0.17235
SI06,greedy_ssm,384,1,1011001010000111,,,,,0.17235
SI06,greedy_ssm,384,1,1011001010101110,6.45578,8.15373,8.15373,8.94936,0.17235
SI06,greedy_ssm,384,1,1011001011001110,,,,,0.17235
SI06,greedy_ssm,384,1,1011001011111010,7.83955,8.40891,8.40891,9.19051,0.17235
SI06,greedy_ssm,384,1,1011001100001101,,,,,0.17235
SI06,greedy_ssm,384,1,1011001100101111,7.81012,8.92537,8.92537,9.2716,0.17235
SI06,greedy_ssm,384,1,1011001100111100,7.6313,8.57375,8.57375,8.88064,0.17235
SI06,greedy_ssm,384,1,1011001110011101,,,,,0.17235
SI06,greedy_ssm,384,1,1011001110110100,7.77871,8.56074,8.56074,9.01591,0.17235
SI06,greedy_ssm,384,1,1011001110111100,7.67962,8.60165,8.60165,8.91227,0.17235
SI06,greedy_ssm,384,1,1011001111100010,8.03564,8.50833,8.50833,9.43515,0.17235
SI06,greedy_ssm,384,1,1011001111100111,8.4318,9.01008,9.01008,9.62669,0.17235
SI06,greedy_ssm,384,1,1011010011000010,,,,,0.17235
SI06,greedy_ssm,384,1,1011010011100100,8.10364,8.56396,8.56396,9.01875,0.17235
SI06,greedy_ssm,384,1,1011010011110000,7.90739,8.43898,8.43898,8.76911,0.17235
SI06,greedy_ssm,384,1,1011010100001110,,,,,0.17235
SI06,greedy_ssm,384,1,1011010100110100,7.74996,8.31533,8.31533,8.78427,0.17235
SI06,greedy_ssm,384,1,1011010101110100,7.66251,8.31351,8.31351,8.93688,0.17235
SI06,greedy_ssm,384,1,1011010101110111,7.86862,8.52919,8.52919,9.29883,0.17235
SI06,greedy_ssm,384,1,1011010110000101,,,,,0.17235
SI06,greedy_ssm,384,1,1011010111101000,7.83782,8.35636,8.35636,8.77817,0.17235
SI06,greedy_ssm,384,1,1011011001000111,,,,,0.17235
SI06,greedy_ssm,384,1,1011011010011010,,,,,0.17235
SI06,greedy_ssm,384,1,1011011010011011,,,,,0.17235
SI06,greedy_ssm,384,1,1011011101000100,,,,,0.17235
SI06,greedy_ssm,384,1,1011011101000111,,,,,0.17235
SI06,greedy_ssm,384,1,1011011111010111,6.12441,8.64423,8.64423,9.38756,0.17235
SI06,greedy_ssm,384,1,1011100000100111,8.44429,8.70287,8.70287,9.10796,0.17235
SI06,greedy_ssm,384,1,1011100001111111,8.41317,8.71377,8.71377,9.19249,0.17235
SI06,greedy_ssm,384,1,1011100010000101,,,,,0.17235
SI06,greedy_ssm,384,1,1011100010100100,8.19324,8.59865,8.59865,8.9397,0.17235
SI06,greedy_ssm,384,1,1011100011011110,,,,,0.17235
SI06,greedy_ssm,384,1,1011100011101111,8.81578,9.23503,9.23503,9.52194,0.17235
SI06,greedy_ssm,384,1,1011100100011011,,,,,0.17235
SI06,greedy_ssm,384,1,1011100110101010,8.20548,8.55847,8.55847,9.14407,0.17235
SI06,greedy_ssm,384,1,1011100111000110,,,,,0.17235
SI06,greedy_ssm,384,1,1011100111101011,8.77489,9.08151,9.08151,9.58677,0.17235
SI06,greedy_ssm,384,1,1011101010000010,,,,,0.17235
SI06,greedy_ssm,384,1,1011101010011110,,,,,0.17235
SI06,greedy_ssm,384,1,1011101011010001,6.79624,8.65803,8.65803,9.20042,0.17235
SI06,greedy_ssm,384,1,1011101101000000,,,,,0.17235
SI06,greedy_ssm,384,1,1011101101110010,8.26052,8.8777,8.8777,9.59164,0.17235
SI06,greedy_ssm,384,1,1011101110001100,,,,,0.17235
SI06,greedy_ssm,384,1,1011101111010000,,,,,0.17235
SI06,greedy_ssm,384,1,1011101111110000,8.57366,8.92098,8.92098,9.41388,0.17235
SI06,greedy_ssm,384,1,1011101111110001,8.74629,9.11371,9.11371,9.69467,0.17235
SI06,greedy_ssm,384,1,1011110001111101,8.43354,8.68354,8.68354,9.05389,0.17235
SI06,greedy_ssm,384,1,1011110010000101,,,,,0.17235
SI06,greedy_ssm,384,1,1011110010111111,8.58665,8.70353,8.70353,9.22924,0.17235
SI06,greedy_ssm,384,1,1011110011011011,7.02018,8.75128,8.75128,9.30995,0.17235
SI06,greedy_ssm,384,1,1011110100010100,,,,,0.17235
SI06,greedy_ssm,384,1,1011111000110010,7.92743,8.51376,8.51376,9.25459,0.17235
SI06,greedy_ssm,384,1,1011111010110100,8.29707,8.74159,8.74159,9.12231,0.17235
SI06,greedy_ssm,384,1,1011111111010000,,,,,0.17235
SI06,greedy_ssm,384,1,1100000000011100,,,,,0.17235
SI06,greedy_ssm,384,1,1100000001010110,,,,,0.17235
SI06,greedy_ssm,384,1,1100000001101110,6.9405,8.32121,8.32121,8.95765,0.17235
SI06,greedy_ssm,384,1,1100000010100111,6.76564,8.20244,8.20244,9.15161,0.17235
SI06,greedy_ssm,384,1,1100000011001001,,,,,0.17235
SI06,greedy_ssm,384,1,1100000100000111,,,,,0.17235
SI06,greedy_ssm,384,1,1100000100001000,,,,,0.17235
SI06,greedy_ssm,384,1,1100000100001100,,,,,0.17235
SI06,greedy_ssm,384,1,1100000100011110,,,,,0.17235
SI06,greedy_ssm,384,1,1100000100101000,6.89092,8.11702,8.11702,8.63162,0.17235
SI06,greedy_ssm,384,1,1100000101001000,,,,,0.17235
SI06,greedy_ssm,384,1,1100000101001101,,,,,0.17235
SI06,greedy_ssm,384,1,1100000101110100,7.93548,8.53205,8.53205,9.06156,0.17235
SI06,greedy_ssm,384,1,1100000111101110,8.09672,8.52099,8.52099,9.39225,0.17235
SI06,greedy_ssm,384,1,1100001000110110,,,,,0.17235
SI06,greedy_ssm,384,1,1100001000111110,,,,,0.17235
SI06,greedy_ssm,384,1,1100001001001110,,,,,0.17235
SI06,greedy_ssm,384,1,1100001001111001,7.4717,8.58463,8.58463,9.23741,0.17235
SI06,greedy_ssm,384,1,1100001011010001,,,,,0.17235
SI06,greedy_ssm,384,1,1100001100101000,7.51,8.45256,8.45256,9.03058,0.17235
SI06,greedy_ssm,384,1,1100001100110101,7.68684,8.62162,8.62162,8.99556,0.17235
SI06,greedy_ssm,384,1,1100001101101100,8.30212,8.43797,8.43797,9.03132,0.17235
SI06,greedy_ssm,384,1,1100001110001000,,,,,0.17235
SI06,greedy_ssm,384,1,1100001110111100,7.88177,8.63503,8.63503,9.12576,0.17235
SI06,greedy_ssm,384,1,1100010000100111,7.2259,8.09401,8.09401,8.92592,0.17235
SI06,greedy_ssm,384,1,1100010011001010,,,,,0.17235
SI06,greedy_ssm,384,1,1100010011111000,7.57223,8.3866,8.3866,8.87094,0.17235
SI06,greedy_ssm,384,1,1100010101001010,,,,,0.17235
SI06,greedy_ssm,384,1,1100010101101010,7.99231,8.37307,8.37307,9.06426,0.17235
SI06,greedy_ssm,384,1,1100010101110011,8.44421,9.06078,9.06078,9.55594,0.17235
SI06,greedy_ssm,384,1,1100011000010100,,,,,0.17235
SI06,greedy_ssm,384,1,1100011010100110,,,,,0.17235
SI06,greedy_ssm,384,1,1100011011011011,,,,,0.17235
SI06,greedy_ssm,384,1,1100011011011110,,,,,0.17235
SI06,greedy_ssm,384,1,1100011100000111,,,,,0.17235
SI06,greedy_ssm,384,1,1100011100111000,7.52637,8.35782,8.35782,9.05759,0.17235
SI06,greedy_ssm,384,1,1100011101000011,,,,,0.17235
SI06,greedy_ssm,384,1,1100011101001100,,,,,0.17235
SI06,greedy_ssm,384,1,1100011110000000,,,,,0.17235
SI06,greedy_ssm,384,1,1100011110000101,,,,,0.17235
SI06,greedy_ssm,384,1,1100011110111110,7.45001,8.50097,8.50097,9.40934,0.17235
SI06,greedy_ssm,384,1,1100011111000011,,,,,0.17235
SI06,greedy_ssm,384,1,1100011111011110,,,,,0.17235
SI06,greedy_ssm,384,1,1100100000001010,,,,,0.17235
SI06,greedy_ssm,384,1,1100100000010100,,,,,0.17235
SI06,greedy_ssm,384,1,1100100000011011,,,,,0.17235
SI06,greedy_ssm,384,1,1100100011101000,8.36059,8.78658,8.78658,9.11134,0.17235
SI06,greedy_ssm,384,1,1100100011110100,8.22874,9.02529,9.02529,9.38544,0.17235
SI06,greedy_ssm,384,1,1100100100000110,,,,,0.17235
SI06,greedy_ssm,384,1,1100100101000011,,,,,0.17235
SI06,greedy_ssm,384,1,1100100110101001,7.56157,8.78799,8.78799,9.3919,0.17235
SI06,greedy_ssm,384,1,1100100111000100,,,,,0.17235
SI06,greedy_ssm,384,1,1100100111011000,,,,,0.17235
SI06,greedy_ssm,384,1,1100100111101011,9.14055,9.3919,9.3919,9.63947,0.17235
SI06,greedy_ssm,384,1,1100101000110101,,,,,0.17235
SI06,greedy_ssm,384,1,1100101001000010,,,,,0.17235
SI06,greedy_ssm,384,1,1100101001011001,,,,,0.17235
SI06,greedy_ssm,384,1,1100101010011000,,,,,0.17235
SI06,greedy_ssm,384,1,1100101011000010,,,,,0.17235
SI06,greedy_ssm,384,1,1100101101110011,9.12249,9.59164,9.59164,9.73616,0.17235
SI06,greedy_ssm,384,1,1100101110111110,7.81198,8.66127,8.66127,9.59346,0.17235
SI06,greedy_ssm,384,1,1100101111110111,9.59346,9.69761,9.69761,9.72572,0.17235
SI06,greedy_ssm,384,1,1100110001000110,,,,,0.17235
SI06,greedy_ssm,384,1,1100110001010101,,,,,0.17235
SI06,greedy_ssm,384,1,1100110010000011,,,,,0.17235
SI06,greedy_ssm,384,1,1100110010000100,,,,,0.17235
SI06,greedy_ssm,384,1,1100110011000011,,,,,0.17235
SI06,greedy_ssm,384,1,1100110101010001,,,,,0.17235
SI06,greedy_ssm,384,1,1100111001110001,8.18036,9.07111,9.07111,9.55594,0.17235
SI06,greedy_ssm,384,1,1100111100011010,,,,,0.17235
SI06,greedy_ssm,384,1,1100111101101110,8.47305,9.03966,9.03966,9.63947,0.17235
SI06,greedy_ssm,384,1,1100111101110010,8.58677,9.37754,9.37754,9.71095,0.17235
SI06,greedy_ssm,384,1,1100111110000111,,,,,0.17235
SI06,greedy_ssm,384,1,1101000001101000,,,,,0.17235
SI06,greedy_ssm,384,1,1101000010100101,,,,,0.17235
SI06,greedy_ssm,384,1,1101000011000100,,,,,0.17235
SI06,greedy_ssm,384,1,1101000011011100,,,,,0.17235
SI06,greedy_ssm,384,1,1101000011100111,7.17672,9.47559,9.47559,9.62669,0.17235
SI06,greedy_ssm,384,1,1101000100000110,,,,,0.17235
SI06,greedy_ssm,384,1,1101000101011001,,,,,0.17235
SI06,greedy_ssm,384,1,1101000101100010,,,,,0.17235
SI06,greedy_ssm,384,1,1101000110110101,,,,,0.17235
SI06,greedy_ssm,384,1,1101000110111001,6.23142,8.42893,8.42893,9.50302,0.17235
SI06,greedy_ssm,384,1,1101000110111101,,,,,0.17235
SI06,greedy_ssm,384,1,1101000111000101,,,,,0.17235
SI06,greedy_ssm,384,1,1101001000011110,,,,,0.17235
SI06,greedy_ssm,384,1,1101001001111000,,,,,0.17235
SI06,greedy_ssm,384,1,1101001011110010,,,,,0.17235
SI06,greedy_ssm,384,1,1101001110101011,7.10713,9.2064,9.2064,9.73616,0.17235
SI06,greedy_ssm,384,1,1101001110111101,7.38154,8.89529,8.89529,9.59229,0.17235
SI06,greedy_ssm,384,1,1101001111001010,,,,,0.17235
SI06,greedy_ssm,384,1,1101001111101001,8.14128,9.37953,9.37953,9.73616,0.17235
SI06,greedy_ssm,384,1,1101010001000101,,,,,0.17235
SI06,greedy_ssm,384,1,1101010001010011,,,,,0.17235
SI06,greedy_ssm,384,1,1101010010100010,,,,,0.17235
SI06,greedy_ssm,384,1,1101010010101100,,,,,0.17235
SI06,greedy_ssm,384,1,1101010011101000,,,,,0.17235
SI06,greedy_ssm,384,1,1101010100001100,,,,,0.17235
SI06,greedy_ssm,384,1,1101010110000110,,,,,0.17235
SI06,greedy_ssm,384,1,1101010110001110,,,,,0.17235
SI06,greedy_ssm,384,1,1101010110101110,,,,,0.17235
SI06,greedy_ssm,384,1,1101010110111001,,,,,0.17235
SI06,greedy_ssm,384,1,1101010110111011,6.95234,8.88491,8.88491,9.71603,0.17235
SI06,greedy_ssm,384,1,1101010111000110,,,,,0.17235
SI06,greedy_ssm,384,1,1101011000000110,,,,,0.17235
SI06,greedy_ssm,384,1,1101011001110110,,,,,0.17235
SI06,greedy_ssm,384,1,1101011010010111,,,,,0.17235
SI06,greedy_ssm,384,1,1101011010101100,,,,,0.17235
SI06,greedy_ssm,384,1,1101011011001000,,,,,0.17235
SI06,greedy_ssm,384,1,1101011011011011,,,,,0.17235
SI06,greedy_ssm,384,1,1101011100100111,7.3092,9.06038,9.06038,9.7021,0.17235
SI06,greedy_ssm,384,1,1101011110011100,,,,,0.17235
SI06,greedy_ssm,384,1,1101011110101110,,,,,0.17235
SI06,greedy_ssm,384,1,1101011111000001,,,,,0.17235
SI06,greedy_ssm,384,1,1101100011000100,,,,,0.17235
SI06,greedy_ssm,384,1,1101100100000110,,,,,0.17235
SI06,greedy_ssm,384,1,1101100101100111,9.18076,9.43698,9.43698,9.73616,0.17235
SI06,greedy_ssm,384,1,1101100110000000,,,,,0.17235
SI06,greedy_ssm,384,1,1101100110111010,8.25535,8.87291,8.87291,9.66331,0.17235
SI06,greedy_ssm,384,1,1101101000010110,,,,,0.17235
SI06,greedy_ssm,384,1,1101101000011011,,,,,0.17235
SI06,greedy_ssm,384,1,1101101000101011,8.44098,9.30129,9.30129,9.60851,0.17235
SI06,greedy_ssm,384,1,1101101001001101,,,,,0.17235
SI06,greedy_ssm,384,1,1101101001100010,8.55063,9.34534,9.34534,9.73616,0.17235
SI06,greedy_ssm,384,1,1101101010000111,,,,,0.17235
SI06,greedy_ssm,384,1,1101101011000010,,,,,0.17235
SI06,greedy_ssm,384,1,1101101011001010,,,,,0.17235
SI06,greedy_ssm,384,1,1101101011101001,9.32722,9.54477,9.54477,9.73616,0.17235
SI06,greedy_ssm,384,1,1101101110011101,,,,,0.17235
SI06,greedy_ssm,384,1,1101101110110100,8.9896,9.33543,9.33543,9.69761,0.17235
SI06,greedy_ssm,384,1,1101101111111100,9.2856,9.57779,9.57779,9.69761,0.17235
SI06,greedy_ssm,384,1,1101110000000110,,,,,0.17235
SI06,greedy_ssm,384,1,1101110000101110,8.14887,8.75087,8.75087,9.39136,0.17235
SI06,greedy_ssm,384,1,1101110001000011,,,,,0.17235
SI06,greedy_ssm,384,1,1101110001001011,,,,,0.17235
SI06,greedy_ssm,384,1,1101110010001011,,,,,0.17235
SI06,greedy_ssm,384,1,1101110011111100,8.64909,9.0999,9.0999,9.34127,0.17235
SI06,greedy_ssm,384,1,1101110111001110,,,,,0.17235
SI06,greedy_ssm,384,1,1101110111011100,6.29401,9.01855,9.01855,9.49638,0.17235
SI06,greedy_ssm,384,1,1101111000011000,,,,,0.17235
SI06,greedy_ssm,384,1,1101111001110001,9.07111,9.24732,9.24732,9.71095,0.17235
SI06,greedy_ssm,384,1,1101111010101101,8.26657,9.33529,9.33529,9.62967,0.17235
SI06,greedy_ssm,384,1,1101111100000010,,,,,0.17235
SI06,greedy_ssm,384,1,1101111101011101,6.88043,9.22874,9.22874,9.65404,0.17235
SI06,greedy_ssm,384,1,1101111110000010,,,,,0.17235
SI06,greedy_ssm,384,1,1101111110100110,8.5456,9.25999,9.25999,9.76193,0.17235
SI06,greedy_ssm,384,1,1101111111000100,6.80271,9.43983,9.43983,9.7021,0.17235
SI06,greedy_ssm,384,1,1101111111100110,9.01087,9.7021,9.7021,9.76193,0.17235
SI06,greedy_ssm,384,1,1110000000100101,8.21954,8.58383,8.58383,9.10249,0.17235
SI06,greedy_ssm,384,1,1110000011100001,8.63884,8.97961,8.97961,9.38453,0.17235
SI06,greedy_ssm,384,1,1110000101100000,8.29879,8.4592,8.4592,9.15478,0.17235
SI06,greedy_ssm,384,1,1110001001000111,,,,,0.17235
SI06,greedy_ssm,384,1,1110001001011111,6.70708,8.76902,8.76902,9.32594,0.17235
SI06,greedy_ssm,384,1,1110001010110101,8.24042,8.89575,8.89575,9.31862,0.17235
SI06,greedy_ssm,384,1,1110001010111000,7.99367,8.50267,8.50267,9.01144,0.17235
SI06,greedy_ssm,384,1,1110001011001011,6.62631,9.13057,9.13057,9.38453,0.17235
SI06,greedy_ssm,384,1,1110001100001101,,,,,0.17235
SI06,greedy_ssm,384,1,1110001100011101,6.283,8.59107,8.59107,9.05056,0.17235
SI06,greedy_ssm,384,1,1110001100011110,,,,,0.17235
SI06,greedy_ssm,384,1,1110001100100100,8.53347,8.79809,8.79809,9.08563,0.17235
SI06,greedy_ssm,384,1,1110001101100001,8.59393,9.15478,9.15478,9.48779,0.17235
SI06,greedy_ssm,384,1,1110001110010101,,,,,0.17235
SI06,greedy_ssm,384,1,1110001110101110,8.33312,8.97491,8.97491,9.37608,0.17235
SI06,greedy_ssm,384,1,1110001111001001,,,,,0.17235
SI06,greedy_ssm,384,1,1110010000100010,7.8809,8.3593,8.3593,8.92005,0.17235
SI06,greedy_ssm,384,1,1110010001010000,,,,,0.17235
SI06,greedy_ssm,384,1,1110010101101011,8.72068,9.06426,9.06426,9.48779,0.17235
SI06,greedy_ssm,384,1,1110010110010010,,,,,0.17235
SI06,greedy_ssm,384,1,1110010110101110,8.32923,8.67702,8.67702,9.37608,0.17235
SI06,greedy_ssm,384,1,1110010110111010,8.30232,8.75328,8.75328,9.28738,0.17235
SI06,greedy_ssm,384,1,1110011000000010,,,,,0.17235
SI06,greedy_ssm,384,1,1110011000000110,,,,,0.17235
SI06,greedy_ssm,384,1,1110011000100001,7.88756,8.73107,8.73107,9.19522,0.17235
SI06,greedy_ssm,384,1,1110011001001101,,,,,0.17235
SI06,greedy_ssm,384,1,1110011010100111,8.43778,9.20571,9.20571,9.48779,0.17235
SI06,greedy_ssm,384,1,1110011100000101,,,,,0.17235
SI06,greedy_ssm,384,1,1110011100101111,8.86258,9.0803,9.0803,9.42679,0.17235
SI06,greedy_ssm,384,1,1110011101111111,9.04332,9.31636,9.31636,9.42679,0.17235
SI06,greedy_ssm,384,1,1110011111001110,,,,,0.17235
SI06,greedy_ssm,384,1,1110100000001101,,,,,0.17235
SI06,greedy_ssm,384,1,1110100000110001,8.15756,8.52122,8.52122,9.00489,0.17235
SI06,greedy_ssm,384,1,1110100001111100,8.2865,8.42206,8.42206,8.80811,0.17235
SI06,greedy_ssm,384,1,1110100010000010,,,,,0.17235
SI06,greedy_ssm,384,1,1110100100001101,,,,,0.17235
SI06,greedy_ssm,384,1,1110100101001110,,,,,0.17235
SI06,greedy_ssm,384,1,1110100101101001,8.0086,8.60834,8.60834,9.10937,0.17235
SI06,greedy_ssm,384,1,1110100101110101,8.30852,8.60393,8.60393,9.20822,0.17235
SI06,greedy_ssm,384,1,1110100110000010,,,,,0.17235
SI06,greedy_ssm,384,1,1110100110100000,8.21921,8.425,8.425,8.95538,0.17235
SI06,greedy_ssm,384,1,1110100110101111,8.34911,8.80828,8.80828,9.36961,0.17235
SI06,greedy_ssm,384,1,1110100111000110,,,,,0.17235
SI06,greedy_ssm,384,1,1110100111100111,8.70153,9.11652,9.11652,9.62669,0.17235
SI06,greedy_ssm,384,1,1110101010000000,,,,,0.17235
SI06,greedy_ssm,384,1,1110101101000010,,,,,0.17235
SI06,greedy_ssm,384,1,1110101101111011,8.80532,9.19303,9.19303,9.66331,0.17235
SI06,greedy_ssm,384,1,1110101110110100,8.35291,8.80611,8.80611,9.21899,0.17235
SI06,greedy_ssm,384,1,1110101111001111,6.06023,8.96341,8.96341,9.65068,0.17235
SI06,greedy_ssm,384,1,1110101111010111,6.41553,9.09377,9.09377,9.69761,0.17235
SI06,greedy_ssm,384,1,1110110000010111,,,,,0.17235
SI06,greedy_ssm,384,1,1110110000011010,,,,,0.17235
SI06,greedy_ssm,384,1,1110110010101110,8.11644,8.52565,8.52565,9.06431,0.17235
SI06,greedy_ssm,384,1,1110110100110111,8.54577,8.989,8.989,9.2683,0.17235
SI06,greedy_ssm,384,1,1110110101111100,8.18183,8.51041,8.51041,9.14156,0.17235
SI06,greedy_ssm,384,1,1110110111011100,,,,,0.17235
SI06,greedy_ssm,384,1,1110111001010011,7.22081,8.54643,8.54643,9.34765,0.17235
SI06,greedy_ssm,384,1,1110111001101110,8.40656,8.66401,8.66401,9.35715,0.17235
SI06,greedy_ssm,384,1,1110111010000011,,,,,0.17235
SI06,greedy_ssm,384,1,1110111010010100,,,,,0.17235
SI06,greedy_ssm,384,1,1110111010110010,8.06067,8.33599,8.33599,9.34765,0.17235
SI06,greedy_ssm,384,1,1110111011010010,,,,,0.17235
SI06,greedy_ssm,384,1,1110111011101100,8.67033,8.93884,8.93884,9.33998,0.17235
SI06,greedy_ssm,384,1,1110111100011000,,,,,0.17235
SI06,greedy_ssm,384,1,1110111101111001,8.57647,8.96113,8.96113,9.48952,0.17235
SI06,greedy_ssm,384,1,1110111111100100,8.76799,9.04387,9.04387,9.59387,0.17235
SI06,greedy_ssm,384,1,1111000011000000,,,,,0.17235
SI06,greedy_ssm,384,1,1111000011001000,,,,,0.17235
SI06,greedy_ssm,384,1,1111000100110100,8.12255,8.34517,8.34517,8.70464,0.17235
SI06,greedy_ssm,384,1,1111000100111110,7.92118,8.40692,8.40692,9.25984,0.17235
SI06,greedy_ssm,384,1,1111000111010111,,,,,0.17235
SI06,greedy_ssm,384,1,1111001000111100,7.45598,8.48658,8.48658,8.63098,0.17235
SI06,greedy_ssm,384,1,1111001001010011,,,,,0.17235
SI06,greedy_ssm,384,1,1111001100011010,,,,,0.17235
SI06,greedy_ssm,384,1,1111001111101110,8.3602,8.85102,8.85102,9.65068,0.17235
SI06,greedy_ssm,384,1,1111001111111100,8.41299,8.85726,8.85726,9.32594,0.17235
SI06,greedy_ssm,384,1,1111010001100011,8.42417,8.86922,8.86922,9.3248,0.17235
SI06,greedy_ssm,384,1,1111010011010100,,,,,0.17235
SI06,greedy_ssm,384,1,1111010011110000,8.09214,8.53799,8.53799,8.94169,0.17235
SI06,greedy_ssm,384,1,1111010100101110,8.1698,8.45555,8.45555,9.2716,0.17235
SI06,greedy_ssm,384,1,1111010101001001,,,,,0.17235
SI06,greedy_ssm,384,1,1111010101101010,8.19272,8.51768,8.51768,9.20649,0.17235
SI06,greedy_ssm,384,1,1111010110101010,8.12167,8.44185,8.44185,9.19487,0.17235
SI06,greedy_ssm,384,1,1111011011011111,,,,,0.17235
SI06,greedy_ssm,384,1,1111011011100000,8.45423,8.90917,8.90917,9.34483,0.17235
SI06,greedy_ssm,384,1,1111011011111010,8.11664,8.50408,8.50408,9.39127,0.17235
SI06,greedy_ssm,384,1,1111011100011010,,,,,0.17235
SI06,greedy_ssm,384,1,1111100000110000,8.49251,8.52122,8.52122,9.00489,0.17235
SI06,greedy_ssm,384,1,1111100001001001,,,,,0.17235
SI06,greedy_ssm,384,1,1111100001001011,,,,,0.17235
SI06,greedy_ssm,384,1,1111100001011001,,,,,0.17235
SI06,greedy_ssm,384,1,1111100001110101,8.50311,8.70297,8.70297,9.32761,0.17235
SI06,greedy_ssm,384,1,1111100010100001,8.61336,8.83034,8.83034,9.40213,0.17235
SI06,greedy_ssm,384,1,1111100010110000,8.45343,8.68003,8.68003,8.93085,0.17235
SI06,greedy_ssm,384,1,1111100011001111,6.74924,8.86905,8.86905,9.52194,0.17235
SI06,greedy_ssm,384,1,1111100100001000,,,,,0.17235
SI06,greedy_ssm,384,1,1111100100010010,6.2545,8.25245,8.25245,9.01048,0.17235
SI06,greedy_ssm,384,1,1111100101010110,,,,,0.17235
SI06,greedy_ssm,384,1,1111100110100111,8.81197,9.09116,9.09116,9.62669,0.17235
SI06,greedy_ssm,384,1,1111100111101001,8.57026,9.05481,9.05481,9.58677,0.17235
SI06,greedy_ssm,384,1,1111100111101010,8.43693,8.96091,8.96091,9.58677,0.17235
SI06,greedy_ssm,384,1,1111101000010101,6.95578,8.79943,8.79943,9.12592,0.17235
